id;source;sample_name;suite_by_autor;classification_peate92;classification_peate97;latitude;longitude;elevation;localization;SiO2_nr;TiO2_nr;Al2O3_nr;FeO_nr;Fe2O3_nr;FeOt_nr;Fe2O3t_nr;MnO_nr;MgO_nr;CaO_nr;Na2O_nr;K2O_nr;P2O5_nr;LOI_nr;total_nr;SiO2;TiO2;Al2O3;Fe2O3t;MnO;MgO;CaO;Na2O;K2O;P2O5;total;Ti/Y;Ti/Zr;Zr/Y;Sr/Y;Ba/Y;Ba;Rb;Sr;Y;Zr;Nb;Ni;Cr;Sc;Co;La;Ce;Nd;Sm;Eu;Tb;Yb;Lu;Hf;Ta;Th;U;Pb;V;Cu;Zn;Ga;Cs;87Sr/86Sr_m;87Sr/86Sr_r;143Nd/144Nd_m;143Nd/144Nd_r;206Pb/204Pb_m;206Pb/204Pb_r;207Pb/204Pb_m;207Pb/204Pb_r;208Pb/204Pb_m;208Pb/204Pb_r;Coluna1;Coluna2
;Araújo. 2024;MS-109-RS;;;;5.119.412.177;6689997.02;;south;46.9;1.03;16.45;;;8.01;8.9;0.15;8.98;13.8;2.08;0.24;0.12;0.98;99.63;47.54;1.04;16.68;9.02;0.15;9.1;13.99;2.11;0.24;0.12;99.99;416.91;97.94;4.26;;;;;;14.8;63.0;;;574.56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Araújo. 2024;JBO649;;;;5.128.291.225;6.681.982.084;;south;;;;;;8.65;;;;;;;;0.0;0.0;49.7;1.09;14.3;9.61;0.15;8.57;9.73;1.7;0.73;0.16;95.74;323.35;53.89;6.0;;;;;;20.0;120.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Araújo. 2024;JBO650;;;;5.128.291.225;6.681.982.084;;south;;;;;;9.53;;;;;;;;0.0;0.0;50.8;1.22;15.3;10.59;0.14;7.81;9.28;1.8;0.83;0.18;97.95;329.01;60.32;5.45;;;;;;22.0;120.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Araújo. 2024;CA-103-RS;;;;5.129.110.944;6.688.006.943;;south;46.6;1.4;15.2;;;10.35;11.5;0.16;9.44;10.3;2.1;0.41;0.19;2.21;99.51;47.89;1.44;15.62;11.82;0.16;9.7;10.59;2.16;0.42;0.2;100.0;438.13;90.89;4.82;;;;;;19.5;94.0;;;253.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Araújo. 2024;CA-103-RS;;;;5.129.110.944;6.688.006.943;;south;46.7;1.4;15.25;;;10.48;11.65;0.16;9.3;10.45;2.17;0.46;0.18;1.34;99.06;47.79;1.43;15.61;11.92;0.16;9.52;10.69;2.22;0.47;0.18;99.99;446.54;88.38;5.05;;;;;;19.0;96.0;;;246.24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Araújo. 2024;CA-103-RS;;;;5.129.110.944;6.688.006.943;;south;47.2;1.15;13.65;;;9.9;11.0;0.16;11.35;11.5;1.84;0.22;0.13;1.46;99.66;48.07;1.17;13.9;11.2;0.16;11.56;11.71;1.87;0.22;0.13;99.99;403.58;91.34;4.42;;;;;;17.2;76.0;;;779.76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Araújo. 2024;MS-101-RS;;;;5.131.041.308;6.689.902.961;;south;45.2;1.47;15.85;;;10.35;11.5;0.17;9.2;10.85;2.33;0.59;0.19;2.47;99.82;46.43;1.51;16.28;11.82;0.17;9.45;11.15;2.39;0.61;0.2;100.01;452.47;93.32;4.85;;;;;;19.8;96.0;;;273.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Araújo. 2024;MS-101-RS;;;;5.131.041.308;6.689.902.961;;south;46.7;1.2;13.75;;;10.17;11.3;0.17;10.75;12.05;1.97;0.27;0.15;0.76;99.07;47.5;1.22;13.99;11.5;0.17;10.93;12.26;2.0;0.27;0.15;99.99;380.96;88.27;4.32;;;;;;19.0;82.0;;;718.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Araújo. 2024;MS-101-RS;;;;5.131.041.308;6.689.902.961;;south;46.8;1.18;13.35;;;10.08;11.2;0.16;11.5;11.95;1.83;0.28;0.13;2.14;100.52;47.57;1.2;13.57;11.39;0.16;11.69;12.15;1.86;0.28;0.13;100.0;384.84;86.82;4.43;;;;;;18.5;82.0;;;807.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Araújo. 2024;MS-101-RS;;;;5.131.041.308;6.689.902.961;;south;47.3;1.41;15.7;;;10.84;12.05;0.17;9.76;11.15;2.33;0.4;0.2;0.28;100.75;47.08;1.4;15.63;11.99;0.17;9.71;11.1;2.32;0.4;0.2;100.0;413.24;86.52;4.78;;;;;;20.1;96.0;;;253.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Araújo. 2024;MS-106-RS;;;;5.131.771.279;6.690.898.918;;south;46.7;2.22;14.75;;;11.56;12.85;0.21;7.36;11.15;2.8;0.81;0.35;0.96;100.16;47.08;2.24;14.87;12.95;0.21;7.42;11.24;2.82;0.82;0.35;100.0;420.57;80.06;5.25;;;;;;31.6;166.0;;;225.72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Araújo. 2024;MS-106-RS;;;;5.131.771.279;6.690.898.918;;south;47.7;1.22;13.7;;;10.21;11.35;0.17;11.55;12.0;1.96;0.26;0.16;1.19;101.26;47.67;1.22;13.69;11.34;0.17;11.54;11.99;1.96;0.26;0.16;100.0;393.38;87.21;4.51;;;;;;18.4;83.0;;;813.96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Araújo. 2024;MS-106-RS;;;;5.131.771.279;6.690.898.918;;south;47.8;1.43;15.85;;;10.8;12.0;0.17;9.56;10.95;2.38;0.47;0.2;0.99;101.8;47.42;1.42;15.72;11.91;0.17;9.48;10.86;2.36;0.47;0.2;100.01;421.24;86.85;4.85;;;;;;20.0;97.0;;;259.92;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Araújo. 2024;MS-125-RS;;;;5.135.802.099;6.698.845.354;;south;46.1;1.41;14.15;;;10.17;11.3;0.19;9.07;11.4;1.91;0.51;0.13;1.48;97.65;47.94;1.47;14.71;11.75;0.2;9.43;11.85;1.99;0.53;0.14;100.01;394.64;73.91;5.34;;;;;;22.1;118.0;;;725.04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Araújo. 2024;MS-125-RS;;;;5.135.802.099;6.698.845.354;;south;47.3;1.34;15.4;;;10.12;11.25;0.17;8.88;12.25;2.07;0.41;0.13;0.63;99.83;47.68;1.35;15.52;11.34;0.17;8.95;12.35;2.09;0.41;0.13;99.99;385.07;75.56;5.1;;;;;;20.8;106.0;;;560.88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Araújo. 2024;MS-125-RS;;;;5.135.802.099;6.698.845.354;;south;47.4;1.21;16.7;;;8.86;9.85;0.15;7.73;13.35;2.03;0.36;0.11;0.65;99.54;47.93;1.22;16.89;9.96;0.15;7.82;13.5;2.05;0.36;0.11;99.99;395.53;78.68;5.03;;;;;;18.3;92.0;;;554.04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Araújo. 2024;MS-125-RS;;;;5.135.802.099;6.698.845.354;;south;48.1;1.56;16.1;;;9.85;10.95;0.19;5.67;11.3;2.99;0.55;0.14;1.08;98.63;49.31;1.6;16.5;11.22;0.19;5.81;11.58;3.07;0.56;0.14;99.98;407.42;79.77;5.11;;;;;;23.3;119.0;;;20.52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Araújo. 2024;MS-107-RS;;;;5.137.491.585;6.691.037.952;;south;44.7;1.37;15.2;;;9.94;11.05;0.14;8.88;10.7;2.2;0.37;0.18;4.97;99.76;47.16;1.45;16.04;11.65;0.15;9.37;11.29;2.32;0.39;0.19;100.01;465.02;94.54;4.92;;;;;;18.5;91.0;;;246.24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Araújo. 2024;MS-107-RS;;;;5.137.491.585;6.691.037.952;;south;45.2;1.39;16.35;;;9.9;11.0;0.16;9.7;10.65;2.32;0.43;0.18;3.42;100.8;46.42;1.43;16.79;11.3;0.16;9.96;10.94;2.38;0.44;0.18;100.0;444.2;91.23;4.87;;;;;;19.1;93.0;;;266.76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Araújo. 2024;MS-107-RS;;;;5.137.491.585;6.691.037.952;;south;45.6;1.5;16.75;;;11.2;12.45;0.09;6.77;10.5;2.3;0.43;0.22;5.25;101.86;47.2;1.55;17.34;12.88;0.09;7.01;10.87;2.38;0.45;0.23;100.0;491.77;91.05;5.4;;;;;;18.7;101.0;;;280.44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Araújo. 2024;MS-107-RS;;;;5.137.491.585;6.691.037.952;;south;47.6;1.44;15.75;;;10.84;12.05;0.17;9.63;11.0;2.39;0.41;0.2;1.13;101.77;47.3;1.43;15.65;11.97;0.17;9.57;10.93;2.37;0.41;0.2;100.0;404.01;84.0;4.81;;;;;;21.0;101.0;;;259.92;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Araújo. 2024;MS-105-RS;;;;5.139.371.594;6.690.155.915;;south;46.0;1.51;15.85;;;10.93;12.15;0.18;9.84;11.2;2.35;0.45;0.22;0.6;100.35;46.12;1.51;15.89;12.18;0.18;9.86;11.23;2.36;0.45;0.22;100.0;450.19;92.36;4.87;;;;;;19.9;97.0;;;273.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Araújo. 2024;MS-105-RS;;;;5.139.371.594;6.690.155.915;;south;46.1;1.46;16.0;;;10.84;12.05;0.18;9.92;11.2;2.37;0.48;0.21;0.42;100.39;46.11;1.46;16.0;12.05;0.18;9.92;11.2;2.37;0.48;0.21;99.98;414.46;87.5;4.74;;;;;;20.9;99.0;;;266.76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Araújo. 2024;MS-105-RS;;;;5.139.371.594;6.690.155.915;;south;47.4;1.43;15.7;;;10.84;12.05;0.17;9.77;11.05;2.31;0.39;0.18;0.85;101.3;47.19;1.42;15.63;11.99;0.17;9.73;11.0;2.3;0.39;0.18;100.0;429.84;88.68;4.85;;;;;;19.6;95.0;;;259.92;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Araújo. 2024;MS-105-RS;;;;5.139.371.594;6.690.155.915;;south;48.3;1.25;14.25;;;10.39;11.55;0.17;10.8;12.5;1.96;0.31;0.16;0.46;101.71;47.7;1.23;14.07;11.4;0.17;10.67;12.35;1.94;0.31;0.16;100.0;384.08;91.22;4.21;;;;;;19.0;80.0;;;697.68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Araújo. 2024;MS-011-RS;;;;5.149.410.206;6.684.496.994;;south;52.1;1.04;13.55;;;10.84;12.05;0.18;5.94;10.1;2.27;0.82;0.11;1.91;100.07;53.08;1.06;13.8;12.27;0.18;6.05;10.29;2.31;0.84;0.11;99.99;305.29;56.66;5.39;;;;;;20.6;111.0;;;75.24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Araújo. 2024;MS-012-RS;;;;5.159.410.238;6.687.996.903;;south;52.0;0.97;13.95;;;10.57;11.75;0.21;5.99;10.6;2.27;0.76;0.1;1.55;100.15;52.74;0.98;14.15;11.91;0.21;6.08;10.75;2.3;0.77;0.1;99.99;274.26;56.45;4.86;;;;;;21.2;103.0;;;61.56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Araújo. 2024;MS-012-RS;;;;5.159.410.238;6.687.996.903;;south;52.8;0.86;14.2;;;9.81;10.9;0.17;6.7;6.57;4.57;1.06;0.1;2.42;100.35;53.92;0.88;14.5;11.13;0.17;6.84;6.71;4.67;1.08;0.1;100.0;312.64;62.16;5.03;;;;;;16.7;84.0;;;82.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Araújo. 2024;MS-119-RS;;;;5.159.410.909;6690996.9;;south;53.9;1.14;13.65;;;10.84;12.05;0.18;5.22;8.62;2.49;1.18;0.13;1.16;99.72;54.69;1.16;13.85;12.22;0.18;5.3;8.75;2.53;1.2;0.13;100.01;280.91;51.36;5.47;;;;;;24.5;134.0;;;41.04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Araújo. 2024;MS-015-RS;;;;5.169.410.329;6687996.86;;south;50.9;0.8;15.1;;;9.63;10.7;0.19;7.34;10.75;2.41;0.73;0.1;0.9;99.92;51.4;0.81;15.25;10.81;0.19;7.41;10.86;2.43;0.74;0.1;100.0;277.79;62.41;4.45;;;;;;17.3;77.0;;;123.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Araújo. 2024;MS-015-RS;;;;5.169.410.329;6687996.86;;south;51.8;1.06;14.5;;;10.8;12.0;0.2;6.43;10.25;2.42;0.89;0.15;0.93;100.63;51.96;1.06;14.54;12.04;0.2;6.45;10.28;2.43;0.89;0.15;100.0;287.17;61.66;4.66;;;;;;21.9;102.0;;;95.76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Araújo. 2024;MS-015-RS;;;;5.169.410.329;6687996.86;;south;51.9;0.93;14.25;;;10.26;11.4;0.18;6.66;9.91;2.35;0.83;0.09;0.59;99.09;52.69;0.94;14.47;11.58;0.18;6.76;10.06;2.39;0.84;0.09;100.0;280.25;58.71;4.77;;;;;;19.9;95.0;;;95.76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Araújo. 2024;MS-015-RS;;;;5.169.410.329;6687996.86;;south;53.4;1.0;14.4;;;10.66;11.85;0.25;6.42;9.88;2.41;0.91;0.11;0.54;101.17;53.07;0.99;14.31;11.77;0.25;6.38;9.82;2.39;0.9;0.11;99.99;270.68;59.33;4.56;;;;;;21.7;99.0;;;82.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Araújo. 2024;MS-103-RS;;;;5.170.790.519;6.690.009.909;;south;51.2;1.0;13.45;;;11.16;12.4;0.19;5.97;8.43;2.32;0.81;0.1;4.13;100.0;53.41;1.04;14.03;12.94;0.2;6.23;8.79;2.42;0.84;0.1;100.0;277.94;55.59;5.0;;;;;;22.2;111.0;;;41.04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Araújo. 2024;MS-016-RS;;;;5.172.710.733;6.686.996.976;;south;50.8;0.98;13.55;;;10.89;12.1;0.26;5.88;10.1;2.32;0.63;0.1;3.98;100.7;52.52;1.01;14.01;12.51;0.27;6.08;10.44;2.4;0.65;0.1;99.99;266.33;56.53;4.71;;;;;;22.5;106.0;;;68.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Araújo. 2024;MS-016-RS;;;;5.172.710.733;6.686.996.976;;south;52.2;1.0;14.15;;;10.66;11.85;0.17;6.28;9.55;2.38;0.82;0.12;1.1;99.62;52.98;1.02;14.36;12.02;0.17;6.37;9.69;2.42;0.83;0.12;99.98;267.77;56.56;4.73;;;;;;22.6;107.0;;;61.56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Araújo. 2024;MS-118-RS;;;;5.177.820.013;6.689.682.919;;south;54.2;1.11;13.75;;;10.53;11.7;0.14;5.65;8.21;2.5;1.02;0.14;2.36;100.78;55.07;1.13;13.97;11.89;0.14;5.74;8.34;2.54;1.04;0.14;100.0;260.87;49.66;5.25;;;;;;25.7;135.0;;;47.88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Araújo. 2024;CA-105-RS;;;;5.178.409.798;6.687.586.899;;south;52.2;0.82;14.6;;;9.72;10.8;0.17;7.63;9.83;2.41;0.84;0.09;1.43;100.82;52.52;0.83;14.69;10.87;0.17;7.68;9.89;2.42;0.85;0.09;100.01;294.87;60.79;4.85;;;;;;16.7;81.0;;;157.32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Araújo. 2024;MS-024-RS;;;;5.196.409.627;6.684.046.971;;south;52.9;1.2;14.5;;;10.93;12.15;0.21;5.43;8.51;2.66;1.31;0.17;1.44;100.48;53.41;1.21;14.64;12.26;0.21;5.48;8.59;2.69;1.32;0.17;99.98;295.43;53.98;5.47;;;;;;24.3;133.0;;;47.88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Araújo. 2024;MS-025-RS;;;;5.206.409.427;6.684.996.883;;south;53.4;1.01;14.3;;;10.71;11.9;0.18;6.1;8.88;3.21;0.89;0.11;1.03;101.01;53.41;1.01;14.3;11.9;0.18;6.1;8.88;3.21;0.89;0.11;99.99;280.02;53.98;5.19;;;;;;21.4;111.0;;;68.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Araújo. 2024;MS-026-RS;;;;5.206.410.038;6.684.046.923;;south;53.2;1.12;13.55;;;11.2;12.45;0.2;5.78;8.41;2.68;0.96;0.14;1.57;100.06;54.02;1.14;13.76;12.64;0.2;5.87;8.54;2.72;0.97;0.14;100.0;267.34;50.47;5.3;;;;;;25.3;134.0;;;34.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Araújo. 2024;MS-026-RS;;;;5.206.410.038;6.684.046.923;;south;53.8;1.13;13.8;;;11.2;12.45;0.21;5.54;9.01;2.59;1.06;0.13;1.04;100.76;53.95;1.13;13.84;12.48;0.21;5.56;9.04;2.6;1.06;0.13;100.0;274.77;48.94;5.61;;;;;;24.4;137.0;;;41.04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Araújo. 2024;MS-029-RS;;;;5.216.409.208;6.682.996.874;;south;51.6;0.96;14.2;;;10.48;11.65;0.17;6.62;9.86;2.41;0.77;0.11;1.05;99.4;52.47;0.98;14.44;11.84;0.17;6.73;10.03;2.45;0.78;0.11;100.0;271.7;57.0;4.77;;;;;;21.4;102.0;;;88.92;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Araújo. 2024;MS-029-RS;;;;5.216.409.208;6.682.996.874;;south;52.8;1.11;13.85;;;11.07;12.3;0.17;5.4;9.16;2.84;0.57;0.13;2.85;101.18;53.7;1.13;14.09;12.51;0.17;5.49;9.32;2.89;0.58;0.13;100.01;266.04;49.3;5.4;;;;;;25.2;136.0;;;41.04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Araújo. 2024;GT-009-RS;;;;5.227.109.855;6692216.84;;south;47.4;1.24;15.6;;;9.54;10.6;0.16;9.6;12.1;1.99;0.42;0.11;1.12;100.34;47.77;1.25;15.72;10.69;0.16;9.68;12.2;2.01;0.42;0.11;100.01;407.49;74.16;5.49;;;;;;18.2;100.0;;;725.04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Araújo. 2024;GT-011-RS;;;;5.233.109.873;6697036.7;;south;45.3;1.23;13.05;;;11.43;12.7;0.2;15.3;10.35;1.8;0.4;0.13;0.7;101.16;45.09;1.22;12.99;12.64;0.2;15.23;10.3;1.79;0.4;0.13;99.99;408.94;74.62;5.48;;;;;;17.7;97.0;;;1477.44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Araújo. 2024;GT-011-RS;;;;5.233.109.873;6697036.7;;south;48.8;1.34;16.05;;;9.4;10.45;0.16;7.69;13.0;2.18;0.45;0.11;1.09;101.32;48.69;1.34;16.01;10.42;0.16;7.67;12.97;2.17;0.45;0.11;99.99;403.56;73.61;5.48;;;;;;19.7;108.0;;;478.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Araújo. 2024;TG-061-RS;;;;5.275.408.325;6.686.971.767;;south;48.4;1.57;14.8;;;10.17;11.3;0.18;7.79;12.75;2.2;0.38;0.14;1.8;101.31;48.64;1.58;14.87;11.36;0.18;7.83;12.81;2.21;0.38;0.14;100.0;384.19;76.21;5.04;;;;;;24.4;123.0;;;396.72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Araújo. 2024;JBO626;;;;5.299.707.298;6.675.036.787;;south;;;;;;13.56;;;;;;;;0.0;0.0;56.5;2.21;12.5;15.07;0.19;2.26;6.15;2.7;2.35;0.33;100.26;298.0;52.45;5.68;;;;;;44.0;250.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Araújo. 2024;JBO631;;;;5.321.817.218;6.677.635.828;;south;;;;;;9.47;;;;;;;;0.0;0.0;51.3;1.31;16.3;10.52;0.14;5.49;9.73;2.5;1.13;0.23;98.65;310.89;51.81;6.0;;;;;;25.0;150.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Araújo. 2024;JBO632;;;;5.321.817.218;6.677.635.828;;south;;;;;;9.56;;;;;;;;0.0;0.0;50.7;0.98;13.8;10.62;0.16;10.28;9.01;1.8;0.75;0.15;98.25;290.72;52.86;5.5;;;;;;20.0;110.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Araújo. 2024;JBO633;;;;5.321.817.218;6.677.635.828;;south;;;;;;12.17;;;;;;;;0.0;0.0;47.2;2.35;15.1;13.52;0.19;5.54;11.44;2.5;0.68;0.31;98.83;366.91;66.39;5.53;;;;;;38.0;210.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Araújo. 2024;JBO634;;;;5.321.817.218;6.677.635.828;;south;;;;;;9.29;;;;;;;;0.0;0.0;47.5;1.24;17.1;10.32;0.15;7.72;12.47;2.0;0.52;0.15;99.17;334.41;73.57;4.55;;;;;;22.0;100.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Araújo. 2024;JBO635;;;;5.321.817.218;6.677.635.828;;south;;;;;;9.76;;;;;;;;0.0;0.0;49.7;0.91;13.6;10.85;0.16;10.86;8.87;1.6;0.6;0.14;97.29;299.95;53.99;5.56;;;;;;18.0;100.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Araújo. 2024;JBO636;;;;5.321.817.218;6.677.635.828;;south;;;;;;9.48;;;;;;;;0.0;0.0;50.1;0.86;13.8;10.54;0.16;10.96;8.9;1.6;0.68;0.14;97.74;283.47;46.39;6.11;;;;;;18.0;110.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Araújo. 2024;JBO638;;;;5.321.817.218;6.677.635.828;;south;;;;;;9.64;;;;;;;;0.0;0.0;50.7;1.02;13.8;10.71;0.15;9.77;8.82;1.9;0.79;0.16;97.82;302.58;50.43;6.0;;;;;;20.0;120.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Araújo. 2024;JBO627;;;;5.321.817.218;6.677.635.828;;south;;;;;;9.72;;;;;;;;0.0;0.0;41.1;1.57;14.9;10.8;0.19;6.9;14.84;1.8;0.36;0.15;92.61;423.4;77.62;5.45;;;;;;22.0;120.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Araújo. 2024;TG-063-RS;;;;5.552.657.065;6.694.046.316;;south;44.3;1.3;11.5;;;10.75;11.95;0.16;13.25;8.84;1.54;0.4;0.12;4.61;97.97;47.45;1.39;12.32;12.8;0.17;14.19;9.47;1.65;0.43;0.13;100.0;431.77;74.97;5.76;;;;;;19.1;110.0;;;1600.56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Araújo. 2024;TG-063-RS;;;;5.552.657.065;6.694.046.316;;south;47.1;1.65;14.1;;;9.9;11.0;0.27;7.62;11.75;2.06;0.52;0.16;2.52;98.75;48.95;1.71;14.65;11.43;0.28;7.92;12.21;2.14;0.54;0.17;100.0;404.2;71.45;5.66;;;;;;25.1;142.0;;;595.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Araújo. 2024;TG-063-RS;;;;5.552.657.065;6.694.046.316;;south;56.6;1.93;12.1;;;11.65;12.95;0.19;2.4;5.74;2.67;2.4;0.25;1.38;98.61;58.21;1.98;12.44;13.32;0.2;2.47;5.9;2.75;2.47;0.26;100.0;271.3;45.53;5.96;;;;;;43.3;258.0;;;13.68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Araújo. 2024;MS-115-RS;;;;510941.19;6.692.996.926;;south;46.0;1.41;15.25;;;10.53;11.7;0.17;9.27;10.95;2.29;0.36;0.19;0.98;98.57;47.14;1.44;15.63;11.99;0.17;9.5;11.22;2.35;0.37;0.19;100.0;454.44;93.88;4.84;;;;;;18.8;91.0;;;259.92;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Araújo. 2024;MS-122-RS;;;;510951.2;6.694.041.931;;south;47.1;1.41;15.25;;;10.3;11.45;0.17;9.52;10.6;2.34;0.45;0.19;0.62;99.1;47.83;1.43;15.49;11.62;0.17;9.67;10.76;2.38;0.46;0.19;100.0;415.89;84.84;4.9;;;;;;20.4;100.0;;;259.92;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Araújo. 2024;TG-114-RS8;;;;;;;south;43.62;1.17;12.25;;;10.58;11.76;0.16;12.11;10.5;1.41;0.3;0.1;6.8;100.18;46.71;1.25;13.12;12.59;0.17;12.97;11.24;1.51;0.32;0.11;99.99;419.0;84.37;4.97;;;;;;17.7;87.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Araújo. 2024;TG-062-RS20;;;;;;;south;44.06;1.13;11.9;;;10.45;11.61;0.17;15.01;9.72;1.54;0.36;0.1;4.48;100.08;46.09;1.18;12.45;12.15;0.18;15.7;10.17;1.61;0.38;0.1;100.01;388.94;78.93;4.93;;;;;;18.0;88.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Araújo. 2024;TG-114-RS7;;;;;;;south;45.94;1.23;13.16;;;10.62;11.8;0.18;14.08;9.95;1.69;0.4;0.12;1.66;100.21;46.62;1.25;13.35;11.98;0.18;14.29;10.1;1.71;0.41;0.12;100.01;403.06;84.76;4.76;;;;;;18.4;87.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Araújo. 2024;TG-114-RS3;;;;;;;south;46.36;1.41;14.86;;;9.96;11.07;0.15;8.77;10.93;1.92;0.5;0.12;4.36;100.45;48.25;1.47;15.46;11.52;0.16;9.13;11.37;2.0;0.52;0.12;100.0;423.37;79.43;5.33;;;;;;20.6;109.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Araújo. 2024;TG-062-RS11;;;;;;;south;46.39;1.4;14.43;;;10.24;11.38;0.18;9.58;11.37;1.89;0.4;0.13;3.19;100.34;47.75;1.44;14.85;11.71;0.19;9.86;11.7;1.95;0.41;0.13;99.99;395.53;74.03;5.34;;;;;;21.6;115.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Araújo. 2024;TG-062-RS12;;;;;;;south;46.67;1.47;15.03;;;9.92;11.02;0.17;8.03;12.41;2.07;0.32;0.13;2.75;100.07;47.96;1.51;15.44;11.33;0.17;8.25;12.75;2.13;0.33;0.13;100.0;398.17;78.86;5.05;;;;;;22.5;113.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Araújo. 2024;TG-062-RS13;;;;;;;south;49.04;1.55;14.61;;;10.61;11.79;0.17;7.24;11.04;2.24;0.7;0.16;2.47;101.01;49.77;1.57;14.83;11.97;0.17;7.35;11.2;2.27;0.71;0.16;100.0;368.17;64.82;5.68;;;;;;25.3;143.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
